review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa karena sudah dua kali dapat layan yang kurang senang padahal produk bagus dan sudah jadi guna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa [-3] karena sudah dua kali dapat layan yang kurang [-2] senang [2] padahal produk bagus [4] dan sudah jadi guna tetap avoskin', 'tweet_text': ' pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa karena sudah dua kali dapat layan yang kurang senang padahal produk bagus dan sudah jadi guna tetap avoskin', 'sentence_score': ['pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa [-3] karena sudah dua kali dapat layan yang kurang [-2] senang [2] padahal produk bagus [4] dan sudah jadi guna tetap avoskin'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa [-3] karena sudah dua kali dapat layan yang kurang [-2] senang [2] padahal produk bagus [4] dan sudah jadi guna tetap avoskin, pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa karena sudah dua kali dapat layan yang kurang senang padahal produk bagus dan sudah jadi guna tetap avoskin,['pesan tanggal kirim tanggal padahal tanggal sudah harus bawa terbang kecewa [-3] karena sudah dua kali dapat layan yang kurang [-2] senang [2] padahal produk bagus [4] dan sudah jadi guna tetap avoskin'],4,-3,positif
bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal jalan jauh dari sidoarjo sampai jakarta,Negatif,"{'classified_text': 'bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal jalan jauh [-2] dari sidoarjo sampai jakarta', 'tweet_text': ' bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal jalan jauh dari sidoarjo sampai jakarta', 'sentence_score': ['bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal jalan jauh [-2] dari sidoarjo sampai jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal jalan jauh [-2] dari sidoarjo sampai jakarta, bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal jalan jauh dari sidoarjo sampai jakarta,['bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal jalan jauh [-2] dari sidoarjo sampai jakarta'],4,-2,positif
kirim pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru antar ke rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'kirim pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru antar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama', 'tweet_text': ' kirim pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru antar ke rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['kirim pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru antar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",kirim pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru antar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama, kirim pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru antar ke rumah tanggal sayang banget enggak sesuai nama,['kirim pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru antar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama'],5,-5,netral
paket terima dengan ada baik,Positif,"{'classified_text': 'paket terima dengan ada baik [4]', 'tweet_text': ' paket terima dengan ada baik', 'sentence_score': ['paket terima dengan ada baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket terima dengan ada baik [4], paket terima dengan ada baik,['paket terima dengan ada baik [4]'],4,-1,positif
baru pertama pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi,Netral,"{'classified_text': 'baru pertama pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi', 'tweet_text': ' baru pertama pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi', 'sentence_score': ['baru pertama pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi, baru pertama pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi,['baru pertama pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi'],3,-1,positif
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast respon, fast respon,['fast respon'],1,-1,netral
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
worth the price pcs dapat harga cashback,Netral,"{'classified_text': 'worth the price pcs dapat harga cashback', 'tweet_text': ' worth the price pcs dapat harga cashback', 'sentence_score': ['worth the price pcs dapat harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs dapat harga cashback, worth the price pcs dapat harga cashback,['worth the price pcs dapat harga cashback'],1,-1,netral
thanks ya,Positif,"{'classified_text': 'thanks ya', 'tweet_text': ' thanks ya', 'sentence_score': ['thanks ya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks ya, thanks ya,['thanks ya'],1,-1,netral
packing aman banget moga cocok,Positif,"{'classified_text': 'packing aman [5] banget moga cocok [3]', 'tweet_text': ' packing aman banget moga cocok', 'sentence_score': ['packing aman [5] banget moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing aman [5] banget moga cocok [3], packing aman banget moga cocok,['packing aman [5] banget moga cocok [3]'],5,-1,positif
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine, alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine,['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas dengan azarine thanks azarine'],3,-1,positif
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",repurchased indak bikin kusam [-3] affordable, repurchased indak bikin kusam affordable,['repurchased indak bikin kusam [-3] affordable'],1,-3,negatif
isi dikit banget sampai bingung ira enggak ada isi,Negatif,"{'classified_text': 'isi dikit banget sampai bingung [-3] ira enggak ada isi', 'tweet_text': ' isi dikit banget sampai bingung ira enggak ada isi', 'sentence_score': ['isi dikit banget sampai bingung [-3] ira enggak ada isi'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",isi dikit banget sampai bingung [-3] ira enggak ada isi, isi dikit banget sampai bingung ira enggak ada isi,['isi dikit banget sampai bingung [-3] ira enggak ada isi'],1,-3,negatif
ringan di kulit warna pas,Netral,"{'classified_text': 'ringan di kulit warna pas', 'tweet_text': ' ringan di kulit warna pas', 'sentence_score': ['ringan di kulit warna pas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ringan di kulit warna pas, ringan di kulit warna pas,['ringan di kulit warna pas'],1,-1,netral
cepat sampai ringan sesuai nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam dan kuning akhir coba shade butter dan pas,Netral,"{'classified_text': 'cepat [4] sampai ringan sesuai [3] nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam [-3] dan kuning akhir coba shade butter dan pas', 'tweet_text': ' cepat sampai ringan sesuai nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam dan kuning akhir coba shade butter dan pas', 'sentence_score': ['cepat [4] sampai ringan sesuai [3] nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam [-3] dan kuning akhir coba shade butter dan pas'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",cepat [4] sampai ringan sesuai [3] nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam [-3] dan kuning akhir coba shade butter dan pas, cepat sampai ringan sesuai nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam dan kuning akhir coba shade butter dan pas,['cepat [4] sampai ringan sesuai [3] nama tinted sunscreen tapi masih bisa buat tutup merah aku belum coba shade nina tapi malah jadi kusam [-3] dan kuning akhir coba shade butter dan pas'],4,-3,positif
cepat sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang pigment,Negatif,"{'classified_text': 'cepat [4] sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang [-1] pigment', 'tweet_text': ' cepat sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang pigment', 'sentence_score': ['cepat [4] sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang [-1] pigment'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cepat [4] sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang [-1] pigment, cepat sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang pigment,['cepat [4] sampai tekstur agak creamy smugeproof juga loh tapi warna agak kurang [-1] pigment'],4,-1,positif
tekstur ringan mudah serap kulit sudah ada spf nya jadi kalo pakai daily pun ok walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini,Negatif,"{'classified_text': 'tekstur ringan mudah [3] serap kulit sudah ada spf nya jadi kalo pakai daily pun ok [1] walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini', 'tweet_text': ' tekstur ringan mudah serap kulit sudah ada spf nya jadi kalo pakai daily pun ok walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini', 'sentence_score': ['tekstur ringan mudah [3] serap kulit sudah ada spf nya jadi kalo pakai daily pun ok [1] walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tekstur ringan mudah [3] serap kulit sudah ada spf nya jadi kalo pakai daily pun ok [1] walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini, tekstur ringan mudah serap kulit sudah ada spf nya jadi kalo pakai daily pun ok walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini,['tekstur ringan mudah [3] serap kulit sudah ada spf nya jadi kalo pakai daily pun ok [1] walaupun enggak full coverage tapi bisa tutup warna tidak rata muka bakal repurchase ini'],3,-1,positif
kirim cepat packing oke thanks,Netral,"{'classified_text': 'kirim cepat [4] packing oke [3] thanks', 'tweet_text': ' kirim cepat packing oke thanks', 'sentence_score': ['kirim cepat [4] packing oke [3] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] packing oke [3] thanks, kirim cepat packing oke thanks,['kirim cepat [4] packing oke [3] thanks'],4,-1,positif
suka sama warna next order warna lain,Netral,"{'classified_text': 'suka [4] sama warna next order warna lain', 'tweet_text': ' suka sama warna next order warna lain', 'sentence_score': ['suka [4] sama warna next order warna lain'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] sama warna next order warna lain, suka sama warna next order warna lain,['suka [4] sama warna next order warna lain'],4,-1,positif
tipe kulit minyak alhamdulillah cocok thanks,Netral,"{'classified_text': 'tipe kulit minyak alhamdulillah cocok [3] thanks', 'tweet_text': ' tipe kulit minyak alhamdulillah cocok thanks', 'sentence_score': ['tipe kulit minyak alhamdulillah cocok [3] thanks'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak alhamdulillah cocok [3] thanks, tipe kulit minyak alhamdulillah cocok thanks,['tipe kulit minyak alhamdulillah cocok [3] thanks'],3,-1,positif
beli serum ini pas dapat harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum bisa kasih nilai,Positif,"{'classified_text': 'beli serum ini pas dapat harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum bisa kasih nilai [3]', 'tweet_text': ' beli serum ini pas dapat harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum bisa kasih nilai', 'sentence_score': ['beli serum ini pas dapat harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum bisa kasih nilai [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",beli serum ini pas dapat harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum bisa kasih nilai [3], beli serum ini pas dapat harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum bisa kasih nilai,['beli serum ini pas dapat harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum bisa kasih nilai [3]'],5,-1,positif
jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma seperti ini works deh kalo memang cocok tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem muka cuma yaudah salah,Negatif,"{'classified_text': 'jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] seperti [1] ini works deh kalo memang cocok [3] tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem muka cuma [-2] yaudah salah [-4]', 'tweet_text': ' jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma seperti ini works deh kalo memang cocok tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem muka cuma yaudah salah', 'sentence_score': ['jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] seperti [1] ini works deh kalo memang cocok [3] tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem muka cuma [-2] yaudah salah [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] seperti [1] ini works deh kalo memang cocok [3] tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem muka cuma [-2] yaudah salah [-4], jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma seperti ini works deh kalo memang cocok tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem muka cuma yaudah salah,['jujur [4] buat aku enggak cocok [-3] tapi aku gapaham skincare dan cenderung asal beli cuma [-2] seperti [1] ini works deh kalo memang cocok [3] tipe kulit feel muka telah pakai agak lengket turut aku jadi enggak bisa tidur miring [-1] terus bukan tipe skincare yang kalo kena angin adem muka cuma [-2] yaudah salah [-4]'],4,-4,netral
